0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,1,2.5625,5.00391,8.8186,14.7791,24.0923,38.6442,61.3816,96.9087,152.42,239.156,374.681,586.44,917.312,1434.3,2242.09,3504.27,5476.42,8557.91,13372.7,20895.9,32650.8,51017.9,79716.5,124558,194623,304099,475156,742433,1.16005e+06,1.81258e+06,2.83216e+06,4.42525e+06,6.91446e+06,1.08038e+07,1.6881e+07,2.63766e+07,4.12134e+07,6.43959e+07,1.00619e+08,1.57217e+08,2.45651e+08,3.8383e+08,5.99734e+08,9.37084e+08,1.46419e+09,2.2878e+09,3.57469e+09,5.58546e+09,8.72728e+09,1.36364e+10,2.13068e+10,3.32919e+10,5.20186e+10,8.12791e+10,1.26999e+11,1.98435e+11,3.10055e+11,4.84461e+11,7.56971e+11,1.18277e+12,1.84807e+12,2.88761e+12,4.5119e+12,7.04984e+12,1.10154e+13,1.72115e+13,2.6893e+13,4.20203e+13,6.56567e+13,1.02589e+14,1.60295e+14,2.50461e+14,3.91345e+14,6.11476e+14,9.55431e+14,1.49286e+15,2.3326e+15,3.64468e+15,5.69481e+15,8.89815e+15,1.39034e+16,2.1724e+16,3.39437e+16,5.30371e+16,8.28705e+16,1.29485e+17,2.0232e+17,3.16126e+17,4.93946e+17,7.71791e+17,1.20592e+18,1.88426e+18,2.94415e+18,4.60023e+18,7.18787e+18,1.1231e+19,1.75485e+19,2.74195e+19
0,1,3.25,8.3125,19.7031,45.332,102.997,232.743,524.673,1181.51,2659.41,5984.66,13466.5,30300.6,68177.4,153400,345151,776591,1.74733e+06,3.9315e+06,8.84587e+06,1.99032e+07,4.47822e+07,1.0076e+08,2.2671e+08,5.10097e+08,1.14772e+09,2.58237e+09,5.81033e+09,1.30732e+10,2.94148e+10,6.61832e+10,1.48912e+11,3.35053e+11,7.53869e+11,1.6962e+12,3.81646e+12,8.58703e+12,1.93208e+13,4.34719e+13,9.78117e+13,2.20076e+14,4.95172e+14,1.11414e+15,2.50681e+15,5.64031e+15,1.26907e+16,2.85541e+16,6.42467e+16,1.44555e+17,3.25249e+17,7.3181e+17,1.64657e+18,3.70479e+18,8.33577e+18,1.87555e+19,4.21999e+19,9.49497e+19,2.13637e+20,4.80683e+20,1.08154e+21,2.43346e+21,5.47528e+21,1.23194e+22,2.77186e+22,6.23668e+22,1.40325e+23,3.15732e+23,7.10397e+23,1.59839e+24,3.59639e+24,8.09187e+24,1.82067e+25,4.09651e+25,9.21714e+25,2.07386e+26,4.66618e+26,1.04989e+27,2.36225e+27,5.31507e+27,1.19589e+28,2.69075e+28,6.0542e+28,1.36219e+29,3.06494e+29,6.89611e+29,1.55162e+30,3.49115e+30,7.8551e+30,1.7674e+31,3.97664e+31,8.94745e+31,2.01318e+32,4.52965e+32,1.01917e+33,2.29313e+33,5.15955e+33,1.1609e+34,2.61202e+34,5.87705e+34
